Matchup,Open,Closing Range,Close Start Range,Close End Range,Movement,Event,Fight Date
Willie Gates vs Teruto Ishihara,110,+130 ... +130,130,130,+2.8%,Urijah Faber's A1 Combat 9,
Westin Wilson vs Teruto Ishihara,140,+220 ... +350,220,350,+8.7%,XMMA 5,
Levi Mowles vs Teruto Ishihara,225,+285 ... +300,285,300,+41%,Fury FC 48,
Kyung Ho vs Teruto Ishihara,250,+445 ... +450,445,450,+17.1%,UFC 234: Adesanya vs. Silva,
Petr Yan vs Teruto Ishihara,-175,-162 ... -155,-162,-155,+36.1%,UFC Fight Night 132: Cowboy vs. Edwards,
Rolando Dy vs Teruto Ishihara,-280,-345 ... -344,-345,-344,+3.5%,UFC Fight Night 117: Saint Preux vs. Okami,
Gray Maynard vs Teruto Ishihara,-260,-265 ... -260,-265,-260,-5.2%,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,
Artem Lobov vs Teruto Ishihara,-260,-230 ... -230,-230,-230,-0.3%,UFC Fight Night 99: Mousasi vs. Hall 2,
Horacio Gutierrez vs Teruto Ishihara,190,+150 ... +155,150,155,+3.5%,UFC Fight Night 92: Rodriguez vs. Caceres,
Julian Erosa vs Teruto Ishihara,175,+240 ... +245,240,245,-14.6%,UFC 196: McGregor vs. Diaz,
Mizuto Hirota vs Teruto Ishihara,145,+135 ... +143,135,143,+19.8%,UFC Fight Night 75: Nelson vs. Barnett,
Mizuto Hirota vs Teruto Ishihara,145,+135 ... +143,135,143,+19.8%,UFC Fight Night 75: Nelson vs. Barnett,
Jose Quinonez vs Louis Smolka,-135,-125 ... -120,-125,-120,+2.4%,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Jose Quinonez vs Louis Smolka,-135,-139 ... -120,-139,-120,-4.4%,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14th 2020
Jose Quinonez vs Carlos Huachin,175,+130 ... +145,130,145,+13.3%,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21st 2019
Jose Quinonez vs Nathaniel Wood,-265,-365 ... -300,-365,-300,+24%,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16th 2019
Jose Quinonez vs Diego Rivas,135,+205 ... +210,205,210,-12%,UFC Fight Night 114: Pettis vs. Moreno,Aug 5th 2017
Jose Quinonez vs Joey Gomez,-170,-145 ... -144,-145,-144,-2.2%,UFC Fight Night 94: Johnson vs. Poirier,Sep 17th 2016
Jose Quinonez vs Leonardo Morales,-245,-175 ... -170,-175,-170,-10%,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Jose Quinonez vs Alejandro Perez,210,+210 ... +215,210,215,+0.8%,UFC 180: Werdum vs. Hunt,Nov 15th 2014
Jose Quinonez vs Sean O'Malley,-350,-400 ... -290,-400,-290,-2.7%,UFC 248: Adesanya vs. Romero,Mar 7th 2020
Jose Quinonez vs Teruto Ishihara,145,+135 ... +143,135,143,+3.5%,UFC 221: Romero vs. Rockhold,Feb 10th 2018
Jose Quinonez vs Teruto Ishihara,145,+135 ... +143,135,143,+3.5%,UFC 221: Romero vs. Rockhold,Feb 10th 2018
Louis Smolka vs Davey Grant,-275,-305 ... -275,-305,-275,-0.9%,UFC Fight Night 208,May 14th 2022
Louis Smolka vs Vince Morales,160,+125 ... +152,125,152,+4.3%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Louis Smolka vs Jose Quinonez,-105,+100 ... +100,100,100,+4.3%,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Louis Smolka vs Jose Quinonez,115,+100 ... +110,100,110,+1.9%,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14th 2020
Louis Smolka vs Ryan Macdonald,170,+190 ... +200,190,200,-0.8%,UFC on ESPN+ 16: Cowboy vs. Gaethje,Sep 14th 2019
Louis Smolka vs Matt Schnell,160,+100 ... +118,100,118,+16.3%,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 9th 2019
Louis Smolka vs Sumudaerji Sumudaerji,255,+140 ... +162,140,162,+19.3%,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018
Louis Smolka vs Matheus Nicolau,-160,-214 ... -200,-214,-200,+20.6%,UFC 219: Cyborg vs. Holm,Dec 30th 2017
Louis Smolka vs Tim Elliott,-230,-185 ... -174,-185,-174,-5.9%,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Louis Smolka vs Ray Borg,100,-140 ... -130,-140,-130,+20.3%,UFC 207: Nunes vs. Rousey,Dec 30th 2016
Louis Smolka vs Brandon Moreno,250,+385 ... +450,385,450,-7.6%,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016
Louis Smolka vs Ben Nguyen,105,-132 ... -125,-132,-125,+19.2%,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
Louis Smolka vs Paddy Holohan,-110,+150 ... +160,150,160,-13.7%,UFC Fight Night 76: Holohan vs. Smolka,Oct 24th 2015
Louis Smolka vs Neil Seery,110,+115 ... +115,115,115,+4.3%,UFC 189: Mendes vs. McGregor,Jul 11th 2015
Louis Smolka vs Richie Vaculik,235,+305 ... +310,305,310,-2.8%,UFC Fight Night 55: Rockhold vs. Bisping,Nov 7th 2014
Louis Smolka vs Chris Cariaso,-110,+130 ... +135,130,135,-5.6%,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Louis Smolka vs Casey Kenney,-280,-300 ... -275,-300,-275,+11%,UFC on ESPN 9: Woodley vs. Burns,May 30th 2020
Louis Smolka vs Alptekin Ozkilic,-300,-280 ... -270,-280,-270,+4.2%,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
Ryan Macdonald vs Louis Smolka,-230,-250 ... -227,-250,-227,+8.2%,UFC on ESPN+ 16: Cowboy vs. Gaethje,Sep 14th 2019
Ryan Macdonald vs Chris Gutierrez,125,-335 ... -320,-335,-320,+56.4%,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Ryan Macdonald vs Chris Gutierrez,125,-335 ... -320,-335,-320,+56.4%,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Trevor Ward vs Jordan Howard,-300,-550 ... -420,-550,-420,+22.2%,Bellator 276,Mar 12th 2022
Trevor Ward vs Jordan Howard,-300,-550 ... -420,-550,-420,+22.2%,Bellator 276,Mar 12th 2022
Sumudaerji Sumudaerji vs Louis Smolka,-365,-189 ... -160,-189,-160,-41.4%,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018
Matheus Nicolau vs Brandon Royval,125,+160 ... +170,160,170,-12.6%,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Matheus Nicolau vs Matt Schnell,190,+300 ... +320,300,320,-15.4%,UFC Fight Night 214,Dec 3rd 2022
Matheus Nicolau vs David Dvorak,-110,-140 ... -120,-140,-120,+8.2%,UFC Fight Night 207,Mar 26th 2022
Matheus Nicolau vs Tim Elliott,135,+150 ... +168,150,168,-8.2%,UFC Fight Night: Dern vs. Rodriguez,Oct 9th 2021
Matheus Nicolau vs Dustin Ortiz,145,+169 ... +170,169,170,-2.2%,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28th 2018
Matheus Nicolau vs Louis Smolka,120,+170 ... +184,170,184,-9.6%,UFC 219: Cyborg vs. Holm,Dec 30th 2017
Matheus Nicolau vs John Moraga,-245,-150 ... -140,-150,-140,-22.2%,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,Jul 8th 2016
Matheus Nicolau vs Bruno Korea,145,+165 ... +165,165,165,-0.9%,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 7th 2015
Matheus Nicolau vs Manel Kape,-115,-146 ... -125,-146,-125,+11.8%,UFC Fight Night 187: Edwards vs. Muhammad,Mar 13th 2021
Tagir Ulanbekov vs Nate Maness,155,+180 ... +210,180,210,-10.1%,UFC Fight Night 214ting Championship,Nov 5th 2022
Tagir Ulanbekov vs Timothy Elliott,235,+180 ... +200,180,200,+4.3%,UFC Fight Night 204,Mar 5th 2022
Tagir Ulanbekov vs Allan Nascimento,250,+275 ... +320,275,320,-6%,UFC 267: Brachowicz vs. Teixeira,Oct 30th 2021
Tagir Ulanbekov vs Bruno Silva,355,+350 ... +415,350,415,-1.1%,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Tagir Ulanbekov vs Zhalgas Zhumagulov,335,+375 ... +375,375,375,-0.3%,Fight Nights Global 88: Battle on Esil,Aug 31st 2018
Bruno Silva vs Gerald Meerschaert,170,+240 ... +275,240,275,-14.5%,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Bruno Silva vs Victor Rodriguez,250,+280 ... +335,280,335,-6%,UFC Fight Night 188: Font vs. Garbrandt,May 22nd 2021
Bruno Silva vs J.P. Buys,-170,-151 ... -135,-151,-135,-11.9%,UFC on ESPN 21: Brunson vs. Holland,Mar 20th 2021
Bruno Silva vs Tagir Ulanbekov,-455,-525 ... -455,-525,-455,+5.2%,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Bruno Silva vs Khalid Taha,-265,-227 ... -210,-227,-210,-1.1%,UFC 243: Whittaker vs. Adesanya,Oct 5th 2019
Bruno Silva vs Casey Kenney,-280,-245 ... -245,-245,-245,-9.1%,LFA 11: Frincu vs. Mendonca,May 5th 2017
Bruno Silva vs David Dvorak,115,-128 ... -125,-128,-125,+17.2%,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020
Jacob Silva vs Shojin Miki,175,+140 ... +140,140,140,+6.7%,Fury FC,Aug 27th 2023
Jacob Silva vs Joey Elzea,-225,-211 ... -211,-211,-211,0%,Fury FC,Jun 25th 2023
Jacob Silva vs Jose Ceja,375,+275 ... +400,275,400,+0.9%,Fury FC 78,Apr 23rd 2023
Jacob Silva vs Alberto Trujillo,-400,-500 ... -450,-500,-450,+8.7%,Fury FC 69,Sep 23rd 2022
Jacob Silva vs Cleveland McLean,-200,-215 ... -200,-215,-200,0%,Fury FC 60,Apr 24th 2022
Jacob Silva vs Nate Smith,-200,-350 ... -260,-350,-260,+18.8%,Fury FC 55,Dec 19th 2021
Jacob Silva vs Randy Villarreal,120,+210 ... +300,210,300,-29.8%,Fury FC 48,Jul 25th 2021
Jacob Silva vs Carlos Vergara,130,-145 ... -113,-145,-113,+17.9%,Fury FC 44,Mar 7th 2021
Jacob Silva vs J.P. Buys,200,+310 ... +385,310,385,-13.1%,Dana White's Contender Series 36,Nov 17th 2020
Jacob Silva vs Jeff Molina,-155,-205 ... -112,-205,-112,+7%,Dana White's Contender Series 30,Aug 25th 2020
Carlos Vergara vs Ode' Osbourne,-150,-207 ... -184,-207,-184,+12.5%,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Carlos Vergara vs Jacob Silva,-160,-117 ... +115,-117,115,-29.1%,Fury FC 44,Mar 7th 2021
Jeff Molina vs Zhalgas Zhumagulov,170,+150 ... +170,150,170,+2.3%,UFC Fight Night 211,Jun 4th 2022
Jeff Molina vs Daniel Lacerda,145,+132 ... +150,132,150,+1.3%,UFC Fight Night: Costa vs. Vettori,Oct 23rd 2021
Jeff Molina vs Jacob Silva,125,-103 ... +165,-103,165,-4%,Dana White's Contender Series 30,Aug 25th 2020
Jeff Molina vs Jacob Silva,125,-103 ... +165,-103,165,-4%,Dana White's Contender Series 30,Aug 25th 2020
Roberto Sanchez vs Jarred Brooks,-245,-300 ... -190,-300,-190,+12.1%,UFC 228: Woodley vs. Till,Sep 8th 2018
Roberto Sanchez vs Joseph Morales,140,+100 ... +100,100,100,+15.2%,UFC Fight Night 114: Pettis vs. Moreno,Aug 5th 2017
Roberto Sanchez vs Jerome Rivera,-115,+190 ... +190,190,190,-31.4%,LFA 14: Allen vs. Anders,Jun 23rd 2017
Roberto Sanchez vs Klayton Mai,-105,+105 ... +105,105,105,-3%,LFA 7: Mai vs. Sanchez,Mar 24th 2017
Roberto Sanchez vs Joby Sanchez,-135,-148 ... -145,-148,-145,+11.6%,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
Jarred Brooks vs Mikey Musimeci,-1400,-1587 ... -1400,-1587,-1400,+1.3%,ONE,Aug 5th 2023
Jarred Brooks vs Joshua Pacio,240,+275 ... +375,275,375,-8.2%,ONE Championship 164,Dec 3rd 2022
Jarred Brooks vs Roberto Sanchez,175,+175 ... +250,175,250,0%,UFC 228: Woodley vs. Till,Sep 8th 2018
Jarred Brooks vs Jose Torres,-265,-145 ... -137,-145,-137,-29%,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Jarred Brooks vs Deiveson Figueiredo,150,+123 ... +125,123,125,+9.9%,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017
Jarred Brooks vs Eric Shelton,110,+125 ... +130,125,130,+0.5%,UFC 214: Cormier vs. Jones 2,Jul 29th 2017
Mitsuhisa Sunabe vs Nobuyoshi Nakatsuka,-125,-125 ... -125,-125,-125,, ,Jul 1st 2022
Victor Altamirano vs Timothy Elliott,-200,-190 ... -150,-190,-150,-8.9%,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Victor Altamirano vs Vinicius Salvador,-105,-125 ... -110,-125,-110,+3.8%,UFC Fight Night 222,Mar 25th 2023
Victor Altamirano vs Daniel da,Silva,+163 +130 ...,163,...,+9.3%,UFC 278: Usman vs. Edwards 2,+145 Aug 20th 2022
Victor Altamirano vs Carlos Hernandez,130,-182 ... -105,-182,-105,+30.6%,UFC Fight Night 203,Feb 26th 2022
Victor Altamirano vs Carlos Candelario,210,+135 ... +200,135,200,+9%,DWCS Week 1,Aug 31st 2021
Victor Altamirano vs Nate Smith,-160,-167 ... -110,-167,-110,-8%,LFA 100: Altamirano vs. Smith,Feb 19th 2021
Victor Altamirano vs Lloyd McKinney,160,-139 ... -116,-139,-116,+24.6%,LFA 95: Pereira vs. Powell,Nov 20th 2020
Nate Smith vs Jacob Silva,160,+200 ... +240,200,240,-13%,Fury FC 55,Dec 19th 2021
Nate Smith vs Victor Altamirano,130,-110 ... +125,-110,125,+3.6%,LFA 100: Altamirano vs. Smith,Feb 19th 2021
Nate Smith vs Jimmy Flick,-165,-105 ... +102,-105,102,-29.1%,Dana White's Contender Series 31,Sep 1st 2020
Nate Smith vs Jimmy Flick,-165,-105 ... +102,-105,102,-29.1%,Dana White's Contender Series 31,Sep 1st 2020
Jimmy Flick vs Alessandro Costa,-250,-330 ... -275,-330,-275,+18.2%,UFC Fight Night 227,Jun 17th 2023
Jimmy Flick vs Charles Johnson,-134,-375 ... -333,-375,-333,+43.7%,UFC Fight Night 218,Jan 14th 2023
Jimmy Flick vs Cody Durden,135,+125 ... +140,125,140,-0.3%,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Jimmy Flick vs Nate Smith,135,-125 ... -118,-125,-118,+18.9%,Dana White's Contender Series 31,Sep 1st 2020
Jimmy Flick vs Greg Fischer,-155,-165 ... -160,-165,-160,+3.3%,LFA 86: Fischer vs. Flick,Jul 24th 2020
Jimmy Flick vs C.J. Hamilton,-335,-300 ... -300,-300,-300,-1.5%,LFA 52: Rodriguez vs. Gutierrez,Oct 19th 2018
Jimmy Flick vs Johnny Bedford,-535,-535 ... -535,-535,-535,0%,LFA 16: Bedford vs. Flick,Jul 14th 2017
Cody Durden vs Jake Hadley,-175,-225 ... -200,-225,-200,+8.1%,UFC Fight Night: Sandhagen vs. Nurmagomedov,Aug 5th 2023
Cody Durden vs Charles Johnson,-145,-155 ... -130,-155,-130,-3.2%,UFC Fight Night 224,Apr 29th 2023
Cody Durden vs Kleydson Rodrigues,-200,-175 ... -175,-175,-175,-8.2%,UFC Fight Night 213,Oct 29th 2022
Cody Durden vs Carlos Mota,125,-175 ... -155,-175,-155,+28.7%,UFC Fight Night 213,Oct 29th 2022
Cody Durden vs J.P. Buys,125,-125 ... -110,-125,-110,+13.9%,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Cody Durden vs Muhammad Mokaev,-180,-600 ... -490,-600,-490,+47.5%,UFC Fight Night 205,Mar 19th 2022
Cody Durden vs Qileng Aori,125,+130 ... +145,130,145,-5.4%,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Cody Durden vs Jimmy Flick,-155,-160 ... -152,-160,-152,-0.4%,UFC Fight Night 183: Thompson vs. Neal,Dec 19th 2020
Cody Durden vs Chris Gutierrez,-305,-303 ... -280,-303,-280,+4.4%,UFC on ESPN+ 31: Brunson vs. Shahbazyan,Aug 1st 2020
Greg Fischer vs Ricardo Fuentes,120,+175 ... +180,175,180,-16.9%,CFFC 116,Dec 16th 2022
Greg Fischer vs Ricky Camp,120,-222 ... -185,-222,-185,+35.1%,LFA 113,Jul 30th 2021
Greg Fischer vs Jimmy Flick,135,+140 ... +145,140,145,-2%,LFA 86: Fischer vs. Flick,Jul 24th 2020
C.J. Hamilton vs Jimmy Flick,245,+240 ... +240,240,240,+2.6%,LFA 52: Rodriguez vs. Gutierrez,Oct 19th 2018
Johnny Bedford vs Jimmy Flick,355,+355 ... +355,355,355,0%,LFA 16: Bedford vs. Flick,Jul 14th 2017
Johnny Bedford vs Rani Yahya,-105,+112 ... +115,112,115,+1.9%,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014
Johnny Bedford vs Cody Gibson,160,+155 ... +170,155,170,+4.5%,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014
Johnny Bedford vs Rani Yahya,-170,-170 ... -165,-170,-165,+9.1%,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
Johnny Bedford vs Bryan Caraway,105,+100 ... +105,100,105,+8.5%,UFC 159: Jones vs. Sonnen,Apr 27th 2013
Johnny Bedford vs Marcos Vinicius,200,+230 ... +245,230,245,-1%,UFC: The Ultimate Fighter 16 Finale,Dec 15th 2012
Johnny Bedford vs Louis Gaudinot,180,+205 ... +205,205,205,+1.9%,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
Johnny Bedford vs Louis Gaudinot,180,+205 ... +205,205,205,+1.9%,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
Cody Gibson vs Brad Katona,-185,-192 ... -170,-192,-170,-1.2%,UFC,Aug 20th 2023
Cody Gibson vs Ray Borg,-180,-175 ... -175,-175,-175,-2%,EFC 44,Jan 15th 2022
Cody Gibson vs Ray Borg,-175,-265 ... -167,-265,-167,+11.2%,EFC 44,Jan 28th 2022
Cody Gibson vs John Dodson,-240,-275 ... -240,-275,-240,+1.7%,XMMA 3,Oct 23rd 2021
Cody Gibson vs Louie Sanoudakis vs Cody Gibson,-125,-135 ... -135,-135,-135,, ,
Gustavo Erak vs Cody Gibson,-265,-255 ... -245,-255,-245,-3.4%,LFA 51,
Douglas Silva vs Cody Gibson,-140,-160 ... -155,-160,-155,+1.6%,UFC Fight Night 61: Bigfoot vs. Mir,
Manny Gamburyan vs Cody Gibson,160,+155 ... +170,155,170,-5%,UFC 178: Johnson vs. Cariaso,
Johnny Bedford vs Cody Gibson,225,+265 ... +280,265,280,+1.1%,UFC Fight Night 44: Swanson vs. Stephens,
Aljamain Sterling vs Cody Gibson,120,-110 ... -110,-110,-110,+12.9%,UFC 170: Rousey vs. McMann,
Andrew Whitney,-160,-130 ... -130,-130,-130,-15.2%,Titan Fighting Championship 24,Aug 24th 2012
Gustavo Erak vs Cody Gibson,-125,-135 ... -135,-135,-135,+4.2%,LFA 51,Sep 28th 2018
Manny Gamburyan vs Johnny Eduardo,-185,-142 ... -140,-142,-140,-10.9%,UFC Fight Night 100: Bader vs. Nogueira,Nov 19th 2016
Manny Gamburyan vs John Dodson,-505,-500 ... -450,-500,-450,+11.8%,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016
Manny Gamburyan vs Scott Jorgensen,140,+170 ... +170,170,170,-3.4%,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
Manny Gamburyan vs Cody Gibson,-140,-160 ... -155,-160,-155,+17.7%,UFC 178: Johnson vs. Cariaso,Sep 27th 2014
Manny Gamburyan vs Nik Lentz,-315,-550 ... -540,-550,-540,+38%,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Manny Gamburyan vs Dennis Siver,-210,-310 ... -285,-310,-285,+26.3%,UFC 168: Weidman vs. Silva II,Dec 28th 2013
Manny Gamburyan vs Michihiro Omigawa,120,+175 ... +175,175,175,-13.3%,UFC on FOX 4: Shogun vs. Vera,Aug 4th 2012
Manny Gamburyan vs Diego Nunes,-350,-215 ... -215,-215,-215,-18.6%,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
Manny Gamburyan vs Tyson Griffin,-205,-255 ... -255,-255,-255,+15.9%,UFC On Versus 4,Jun 26th 2011
Manny Gamburyan vs Jose Aldo,-420,-560 ... -560,-560,-560,+30.4%,WEC 51: Aldo vs. Gamburyan,Sep 30th 2010
Manny Gamburyan vs Mike Brown,-800,-500 ... -500,-500,-500,-12.1%,WEC 48: Aldo vs. Faber,Apr 24th 2010
Manny Gamburyan vs Leonard Garcia,-115,+140 ... +140,140,140,-15.1%,WEC 44: Brown vs Aldo,Nov 18th 2009
Manny Gamburyan vs John Franchi,180,+200 ... +200,200,200,-2.3%,WEC 41: Brown vs Faber 2,Jun 7th 2009
Manny Gamburyan vs Thiago Tavares,-120,-125 ... -125,-125,-125,+6.9%,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009
Manny Gamburyan vs Rob Emerson,210,+290 ... +290,290,290,-4.4%,UFC 87: Seek And Destroy,Aug 9th 2008
Manny Gamburyan vs Jeff Cox,500,+525 ... +525,525,525,+0.7%,UFC Fight Night 13: Florian vs Lauzon,Apr 2nd 2008
Manny Gamburyan vs Nate Mohr,265,+400 ... +400,400,400,-9%,UFC 79: Nemesis,Dec 29th 2007
Manny Gamburyan vs Nate Mohr,265,+400 ... +400,400,400,-9%,UFC 79: Nemesis,Dec 29th 2007
Johnny Eduardo vs Luri Alcantara,-150,+275 ... +275,275,275,-71.1%,Shooto Brazil Boxing,Feb 10th 2023
Johnny Eduardo vs Alejandro Perez,-200,-300 ... -250,-300,-250,+14.6%,UFC Fight Night: Santos vs. Walker,Oct 2nd 2021
Johnny Eduardo vs Nathaniel Wood,-260,-245 ... -235,-245,-235,+7.6%,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Johnny Eduardo vs Matthew Lopez,-150,-115 ... -110,-115,-110,-9%,UFC 212: Aldo vs. Holloway,Jun 3rd 2017
Johnny Eduardo vs Manny Gamburyan,145,+120 ... +122,120,122,+9.9%,UFC Fight Night 100: Bader vs. Nogueira,Nov 19th 2016
Johnny Eduardo vs Aljamain Sterling,-530,-650 ... -640,-650,-640,+21.5%,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
Johnny Eduardo vs Eddie Wineland,-425,-935 ... -900,-935,-900,+47.3%,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
Johnny Eduardo vs Jeff Curran,-145,+100 ... +110,100,110,-17.3%,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th 2012
Johnny Eduardo vs Raphael Assuncao,-145,-155 ... -155,-155,-155,+12.2%,UFC 134: Silva vs. Okami,Aug 27th 2011
Anthony Birchak vs Gustavo Lopez,125,-152 ... -130,-152,-130,+23.8%,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Anthony Birchak vs Erik Aguilar,Radleim,+750 +725 ...,750,...,+0.9%,Combate 46: Tucson,+825 Oct 11th 2019
Anthony Birchak vs Raphael Montini,de,Lima +185 +200,Lima,200,-1.5%,LFA 72: Madrid vs. Harris,... +200 Jul 26th 2019
Anthony Birchak vs Jae Hoon,Moon,+285 +325 ...,285,...,-3%,Rizin FF 8: World Grand Prix 2nd Round,+325 Dec 29th 2017
Anthony Birchak vs Takafumi Otsuka vs Anthony Birchak,145,+200 ... +200,200,200,, ,
Tatsuya Kawajiri vs Anthony Birchak,-210,-250 ... -230,-250,-230,+18.3%,Rizin FF 5: Sakura,
Dileno Lopes vs Anthony Birchak,325,+415 ... +420,415,420,-4.2%,UFC Fight Night 90: Dos Anjos vs. Alvarez,
Thomas Almeida vs Anthony Birchak,170,+170 ... +175,170,175,+18%,UFC Fight Night 77: Belfort vs. Henderson 3,
Joe Soto vs Anthony Birchak,-315,-275 ... -270,-275,-270,+1.1%,UFC Fight Night 68: Henderson vs. Boetsch,
Ian Entwistle vs Anthony Birchak,175,+255 ... +325,255,325,+3.6%,UFC on FOX 13: Dos Santos vs. Miocic,
Tony Gravely vs Anthony Birchak,-385,-735 ... -735,-735,-735,+29.8%,UFC on ESPN 22: Whittaker vs. Gastelum,
Tito Jones vs Anthony Birchak,-125,-125 ... -125,-125,-125,-10.9%,MFC 38: Behind Enemy Lines,
Ryan Benoit,-115,-105 ... -105,-105,-105,0%,MFC 37: True Grit,May 10th 2013
Ryan Benoit,-115,-105 ... -105,-105,-105,0%,MFC 37: True Grit,May 10th 2013
Gustavo Lopez vs Jonas Magard,150,+100 ... +120,100,120,+12%,Oktagon,Apr 15th 2023
Gustavo Lopez vs Filip Macek,-150,+125 ... +140,125,140,-36.3%,Oktagon 38,Dec 30th 2022
Gustavo Lopez vs Heili Alateng,-110,-143 ... -130,-143,-130,+10.4%,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Gustavo Lopez vs Anthony Birchak,-155,+110 ... +125,110,125,-30.5%,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Gustavo Lopez vs Merab Dvalishvili,-300,-833 ... -700,-833,-700,+48.8%,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Gustavo Lopez vs Joey Ruquet,300,+300 ... +320,300,320,+2.6%,Combate 42: Tahoe,Aug 23rd 2019
Gustavo Lopez vs Adrian Yanez,-200,-240 ... -215,-240,-215,+6.3%,UFC on ESPN 21: Brunson vs. Holland,Mar 20th 2021
Adrian Yanez vs Rob Font,160,+133 ... +176,133,176,+0.2%,UFC 287,Apr 8th 2023
Adrian Yanez vs Tony Kelley,285,+225 ... +1000,225,1000,-7.9%,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
Adrian Yanez vs Davey Grant,205,+225 ... +245,225,245,-5.8%,UFC Fight Night: Vieira vs. Tate,Nov 20th 2021
Adrian Yanez vs Randy Costa,145,+175 ... +215,175,215,-11.7%,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Adrian Yanez vs Victor Rodriguez,225,+380 ... +415,380,415,-11.5%,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Adrian Yanez vs Brady Huang,160,+295 ... +310,295,310,-18.4%,Dana White's Contender Series 28,Aug 11th 2020
Adrian Yanez vs Kyle Estrada,325,+250 ... +250,250,250,+5.8%,LFA 78: Yanez vs. Estrada,Nov 15th 2019
Adrian Yanez vs Miles Johns,-400,-490 ... -490,-490,-490,+11.6%,LFA 55: Johns vs. Yanez,Nov 30th 2018
Adrian Yanez vs Nathan Trepagnier,250,+250 ... +340,250,340,-3.3%,LFA 35: Newell vs. Luque,Mar 9th 2018
Adrian Yanez vs Domingo Pilarte,110,+110 ... +110,110,110,0%,LFA 7: Mai vs. Sanchez,Mar 24th 2017
Adrian Yanez vs Gustavo Lopez,168,+178 ... +198,178,198,-4%,UFC on ESPN 21: Brunson vs. Holland,Mar 20th 2021
Victor Rodriguez vs Bruno Silva,-300,-405 ... -355,-405,-355,+13.2%,UFC Fight Night 188: Font vs. Garbrandt,May 22nd 2021
Victor Rodriguez vs Adrian Yanez,-305,-550 ... -500,-550,-500,+34.7%,UFC on ESPN+ 39: Hall vs. Silva,Oct 31st 2020
Denys Bondar vs Carlos Hernandez,-138,+110 ... +140,110,140,-24.6%,UFC Fight Night 227,Jun 17th 2023
